#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"svchost","0","1159","2203455426560","44924928","12804096","27456","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","26.234375","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3312","Microsoft.Win32.SafeHandles.SafeProcessHandle","1159","804",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27456","27456","12804096","12804096","563600","563600","15323136","15323136","47505408","47505408","168706048","2203486928896","True","Normal","12804096","12804096","00:00:16.6406250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:13",,"System.Diagnostics.ProcessThreadCollection","00:00:26.2343750","00:00:09.5937500","137203712","2203455426560","False",,,,"44924928","44924928",,
"svchost","0","1367","2203454922752","25690112","9334784","22312","c:\windows\system32\svchost.exe","Microsoft Corporation","61.890625","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3804","Microsoft.Win32.SafeHandles.SafeProcessHandle","1367","1068",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22312","22312","9334784","9334784","241952","241952","9572352","9572352","25985024","25985024","161415168","2203479638016","True","Normal","9334784","9334784","00:00:28.0625000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:13",,"System.Diagnostics.ProcessThreadCollection","00:01:01.8906250","00:00:33.8281250","136699904","2203454922752","False",,,,"25690112","25690112",,
"svchost","0","365","2203401281536","18477056","3555328","11744","c:\windows\system32\svchost.exe","Microsoft Corporation","4.3125","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4348","Microsoft.Win32.SafeHandles.SafeProcessHandle","365","1112",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11744","11744","3555328","3555328","126552","126552","24608768","24608768","19009536","19009536","110809088","2203429031936","True","Normal","3555328","3555328","00:00:02.0781250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:13",,"System.Diagnostics.ProcessThreadCollection","00:00:04.3125000","00:00:02.2343750","83058688","2203401281536","False",,,,"18477056","18477056",,
"svchost","0","513","2203468152832","37019648","5341184","21256","c:\windows\system32\svchost.exe","Microsoft Corporation","4.453125","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4204","Microsoft.Win32.SafeHandles.SafeProcessHandle","513","1408",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","21256","21256","5341184","5341184","200160","200160","5603328","5603328","38989824","38989824","154124288","2203472347136","True","Normal","5341184","5341184","00:00:01.7968750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:13",,"System.Diagnostics.ProcessThreadCollection","00:00:04.4531250","00:00:02.6562500","149929984","2203468152832","False",,,,"37019648","37019648",,
"svchost","0","153","2203392999424","14811136","5324800","26432","c:\windows\system32\svchost.exe","Microsoft Corporation","0.484375","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4940","Microsoft.Win32.SafeHandles.SafeProcessHandle","153","1472",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26432","26432","5324800","5324800","60768","60768","5386240","5386240","16556032","16556032","77398016","2203395620864","True","Normal","5324800","5324800","00:00:00.2343750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4843750","00:00:00.2500000","74776576","2203392999424","False",,,,"14811136","14811136",,
"svchost","0","188","2203393150976","15114240","1773568","11352","c:\windows\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"1836","Microsoft.Win32.SafeHandles.SafeProcessHandle","188","1476",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11352","11352","1773568","1773568","72368","72368","2002944","2002944","15409152","15409152","78073856","2203396296704","True","Normal","1773568","1773568","00:00:00.0312500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","74928128","2203393150976","False",,,,"15114240","15114240",,
"svchost","0","130","2203390545920","6782976","1679360","8696","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4888","Microsoft.Win32.SafeHandles.SafeProcessHandle","130","1536",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8696","8696","1679360","1679360","67272","67272","1957888","1957888","7434240","7434240","74420224","2203392643072","True","Normal","1679360","1679360","00:00:00.0156250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","03/03/2019 17:18:01",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00.0156250","72323072","2203390545920","False",,,,"6782976","6782976",,
"svchost","0","202","2203399987200","7712768","2621440","11728","c:\windows\system32\svchost.exe","Microsoft Corporation","0.140625","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4876","Microsoft.Win32.SafeHandles.SafeProcessHandle","202","1540",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11728","11728","2621440","2621440","78072","78072","2813952","2813952","9261056","9261056","85340160","2203403563008","True","Normal","2621440","2621440","00:00:00.0937500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:11:23",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0468750","81764352","2203399987200","False",,,,"7712768","7712768",,
"svchost","0","186","2203399606272","20156416","2301952","11776","c:\windows\system32\svchost.exe","Microsoft Corporation","0.25","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5092","Microsoft.Win32.SafeHandles.SafeProcessHandle","186","1600",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11776","11776","2301952","2301952","90408","90408","2748416","2748416","20652032","20652032","86601728","2203404824576","True","Normal","2301952","2301952","00:00:00.0937500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2500000","00:00:00.1562500","81383424","2203399606272","False",,,,"20156416","20156416",,
"svchost","0","150","2203404046336","19910656","2215936","9512","c:\windows\system32\svchost.exe","Microsoft Corporation","0.40625","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3628","Microsoft.Win32.SafeHandles.SafeProcessHandle","150","1624",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9512","9512","2215936","2215936","116008","116008","2678784","2678784","20205568","20205568","88969216","2203407192064","True","Normal","2215936","2215936","00:00:00.1718750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4062500","00:00:00.2343750","85823488","2203404046336","False",,,,"19910656","19910656",,
"svchost","0","339","2203401277440","19709952","2682880","10464","c:\windows\system32\svchost.exe","Microsoft Corporation","1.3125","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4868","Microsoft.Win32.SafeHandles.SafeProcessHandle","339","1644",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10464","10464","2682880","2682880","95480","95480","3375104","3375104","20180992","20180992","90402816","2203408625664","True","Normal","2682880","2682880","00:00:00.5781250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:01.3125000","00:00:00.7343750","83054592","2203401277440","False",,,,"19709952","19709952",,
"svchost","0","225","2203396509696","16474112","2674688","11176","c:\windows\system32\svchost.exe","Microsoft Corporation","8.09375","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3920","Microsoft.Win32.SafeHandles.SafeProcessHandle","225","1700",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11176","11176","2674688","2674688","81472","81472","3489792","3489792","17051648","17051648","86691840","2203404914688","True","Normal","2674688","2674688","00:00:05","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:08.0937500","00:00:03.0937500","78286848","2203396509696","False",,,,"16474112","16474112",,
"svchost","0","181","2203409567744","26497024","2289664","11688","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.1875","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5084","Microsoft.Win32.SafeHandles.SafeProcessHandle","181","1708",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11688","11688","2289664","2289664","107992","107992","2654208","2654208","26902528","26902528","96612352","2203414835200","True","Normal","2289664","2289664","00:00:00.1406250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1875000","00:00:00.0468750","91344896","2203409567744","False",,,,"26497024","26497024",,
"svchost","0","98","2203386761216","12730368","1273856","9240","c:\windows\system32\svchost.exe","Microsoft Corporation","0.015625","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5108","Microsoft.Win32.SafeHandles.SafeProcessHandle","98","1748",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9240","9240","1273856","1273856","60584","60584","1486848","1486848","13139968","13139968","70635520","2203388858368","True","Normal","1273856","1273856","00:00:00.0156250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0156250","00:00:00","68538368","2203386761216","False",,,,"12730368","12730368",,
"svchost","0","397","2203443134464","34033664","7008256","18528","c:\windows\system32\svchost.exe","Microsoft Corporation","4.15625","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3408","Microsoft.Win32.SafeHandles.SafeProcessHandle","397","1800",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","18528","18528","7008256","7008256","300024","300024","7745536","7745536","35299328","35299328","139890688","2203458113536","True","Normal","7008256","7008256","00:00:03.3125000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:04.1562500","00:00:00.8437500","124911616","2203443134464","False",,,,"34033664","34033664",,
"svchost","0","140","2203403800576","14327808","1937408","15608","c:\windows\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3580","Microsoft.Win32.SafeHandles.SafeProcessHandle","140","1808",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15608","15608","1937408","1937408","80280","80280","2056192","2056192","14741504","14741504","87150592","2203405373440","True","Normal","1937408","1937408","00:00:00.0781250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00.0156250","85577728","2203403800576","False",,,,"14327808","14327808",,
"svchost","0","232","2203406585856","17108992","3260416","13736","c:\windows\system32\svchost.exe","Microsoft Corporation","4.453125","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4736","Microsoft.Win32.SafeHandles.SafeProcessHandle","232","1816",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13736","13736","3260416","3260416","88976","88976","3715072","3715072","17584128","17584128","92033024","2203410255872","True","Normal","3260416","3260416","00:00:03.4375000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:04.4531250","00:00:01.0156250","88363008","2203406585856","False",,,,"17108992","17108992",,
"svchost","0","247","2203438358528","34074624","2813952","13184","c:\windows\system32\svchost.exe","Microsoft Corporation","0.671875","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4648","Microsoft.Win32.SafeHandles.SafeProcessHandle","247","1888",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13184","13184","2813952","2813952","168904","168904","3244032","3244032","34430976","34430976","123281408","2203441504256","True","Normal","2813952","2813952","00:00:00.5312500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6718750","00:00:00.1406250","120135680","2203438358528","False",,,,"34074624","34074624",,
"svchost","0","443","2203430764544","25444352","15556608","13944","c:\windows\system32\svchost.exe","Microsoft Corporation","6.421875","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4072","Microsoft.Win32.SafeHandles.SafeProcessHandle","443","1908",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","13944","13944","15556608","15556608","88824","88824","19308544","19308544","29462528","29462528","123662336","2203441885184","True","Normal","15556608","15556608","00:00:02.4531250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:06.4218750","00:00:03.9687500","112541696","2203430764544","False",,,,"25444352","25444352",,
"svchost","0","355","2203424587776","14966784","4562944","16816","C:\WINDOWS\system32\svchost.exe","Microsoft Corporation","0.640625","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3748","Microsoft.Win32.SafeHandles.SafeProcessHandle","355","1976",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16816","16816","4562944","4562944","136120","136120","5210112","5210112","15994880","15994880","109621248","2203427844096","True","Normal","4562944","4562944","00:00:00.5000000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 23:19:23",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6406250","00:00:00.1406250","106364928","2203424587776","False",,,,"14966784","14966784",,
"svchost","0","496","2203476176896","38039552","23322624","33936","c:\windows\system32\svchost.exe","Microsoft Corporation","8.4375","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3796","Microsoft.Win32.SafeHandles.SafeProcessHandle","496","2080",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","33936","33936","23322624","23322624","121472","121472","28524544","28524544","48066560","48066560","176787456","2203495010304","True","Normal","23322624","23322624","00:00:04.0625000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:08.4375000","00:00:04.3750000","157954048","2203476176896","False",,,,"38039552","38039552",,
"svchost","0","379","2203429261312","22036480","4988928","16408","c:\windows\system32\svchost.exe","Microsoft Corporation","7.328125","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4796","Microsoft.Win32.SafeHandles.SafeProcessHandle","379","2160",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","16408","16408","4988928","4988928","101880","101880","5672960","5672960","22630400","22630400","115232768","2203433455616","True","Normal","4988928","4988928","00:00:05.3281250","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:07.3281250","00:00:02","111038464","2203429261312","False",,,,"22036480","22036480",,
"svchost","0","175","2203402993664","18518016","1974272","10520","c:\windows\system32\svchost.exe","Microsoft Corporation","0.078125","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4504","Microsoft.Win32.SafeHandles.SafeProcessHandle","175","2312",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10520","10520","1974272","1974272","90800","90800","2211840","2211840","18776064","18776064","87314432","2203405537280","True","Normal","1974272","1974272","00:00:00.0625000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0781250","00:00:00.0156250","84770816","2203402993664","False",,,,"18518016","18518016",,
"svchost","0","231","2203391684608","13500416","1441792","7464","c:\windows\system32\svchost.exe","Microsoft Corporation","0.140625","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"732","Microsoft.Win32.SafeHandles.SafeProcessHandle","231","2356",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","7464","7464","1441792","1441792","68504","68504","1646592","1646592","13643776","13643776","75563008","2203393785856","True","Normal","1441792","1441792","00:00:00.0937500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1406250","00:00:00.0468750","73461760","2203391684608","False",,,,"13500416","13500416",,
"svchost","0","198","2207721771008","19636224","2523136","10936","c:\windows\system32\svchost.exe","Microsoft Corporation","36.921875","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4860","Microsoft.Win32.SafeHandles.SafeProcessHandle","198","2364",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10936","10936","2523136","2523136","101328","101328","6758400","6758400","24850432","24850432","120287232","2207733477376","True","Normal","2523136","2523136","00:00:32.9687500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:36.9218750","00:00:03.9531250","108580864","2207721771008","False",,,,"19636224","19636224",,
"svchost","0","413","2203400994816","18325504","3145728","10768","c:\windows\system32\svchost.exe","Microsoft Corporation","4.21875","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5088","Microsoft.Win32.SafeHandles.SafeProcessHandle","413","2376",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10768","10768","3145728","3145728","100472","100472","3428352","3428352","18837504","18837504","87506944","2203405729792","True","Normal","3145728","3145728","00:00:01.8125000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:04.2187500","00:00:02.4062500","82771968","2203400994816","False",,,,"18325504","18325504",,
"svchost","0","161","2203397849088","16343040","2048000","9152","c:\windows\system32\svchost.exe","Microsoft Corporation","0.09375","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4532","Microsoft.Win32.SafeHandles.SafeProcessHandle","161","2384",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9152","9152","2048000","2048000","77184","77184","2392064","2392064","16973824","16973824","84344832","2203402567680","True","Normal","2048000","2048000","00:00:00.0937500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0937500","00:00:00","79626240","2203397849088","False",,,,"16343040","16343040",,
"svchost","0","413","2203430146048","16183296","9179136","14912","c:\windows\system32\svchost.exe","Microsoft Corporation","7.9375","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3064","Microsoft.Win32.SafeHandles.SafeProcessHandle","413","2492",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","14912","14912","9179136","9179136","113424","113424","14778368","14778368","23543808","23543808","145031168","2203463254016","True","Normal","9179136","9179136","00:00:02.2968750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:07.9375000","00:00:05.6406250","111923200","2203430146048","False",,,,"16183296","16183296",,
"svchost","0","164","2203397320704","18284544","2031616","11928","c:\windows\system32\svchost.exe","Microsoft Corporation","0.046875","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4624","Microsoft.Win32.SafeHandles.SafeProcessHandle","164","2632",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11928","11928","2031616","2031616","81768","81768","2502656","2502656","18997248","18997248","83509248","2203401732096","True","Normal","2031616","2031616","00:00:00.0312500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0468750","00:00:00.0156250","79097856","2203397320704","False",,,,"18284544","18284544",,
"svchost","0","188","2203399008256","14573568","1716224","8896","c:\windows\system32\svchost.exe","Microsoft Corporation","0.03125","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"4728","Microsoft.Win32.SafeHandles.SafeProcessHandle","188","2748",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","8896","8896","1716224","1716224","81776","81776","1900544","1900544","15896576","15896576","82755584","2203400978432","True","Normal","1716224","1716224","00:00:00.0312500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.0312500","00:00:00","80785408","2203399008256","False",,,,"14573568","14573568",,
"svchost","0","247","2203399086080","16551936","2428928","10240","c:\windows\system32\svchost.exe","Microsoft Corporation","0.625","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"5076","Microsoft.Win32.SafeHandles.SafeProcessHandle","247","2756",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10240","10240","2428928","2428928","90232","90232","2973696","2973696","18010112","18010112","87154688","2203405377536","True","Normal","2428928","2428928","00:00:00.4062500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.6250000","00:00:00.2187500","80863232","2203399086080","False",,,,"16551936","16551936",,
"svchost","0","158","2203447894016","15675392","1998848","10312","c:\windows\system32\svchost.exe","Microsoft Corporation","2.4375","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3572","Microsoft.Win32.SafeHandles.SafeProcessHandle","158","2764",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","10312","10312","1998848","1998848","128640","128640","9453568","9453568","24707072","24707072","232214528","2203550437376","True","Normal","1998848","1998848","00:00:00.2500000","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:02.4375000","00:00:02.1875000","129671168","2203447894016","False",,,,"15675392","15675392",,
"svchost","0","206","2203404001280","18018304","2490368","12304","c:\windows\system32\svchost.exe","Microsoft Corporation","0.484375","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"2020","Microsoft.Win32.SafeHandles.SafeProcessHandle","206","2848",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12304","12304","2490368","2490368","96312","96312","2752512","2752512","19329024","19329024","87355392","2203405578240","True","Normal","2490368","2490368","00:00:00.2812500","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4843750","00:00:00.2031250","85778432","2203404001280","False",,,,"18018304","18018304",,
"svchost","0","172","2203394539520","15798272","2097152","9536","c:\windows\system32\svchost.exe","Microsoft Corporation","1.71875","10.0.17134.466 (WinBuild.160101.0800)","10.0.17134.466","Host Process for Windows Services","Microsoft? Windows? Operating System","Process","8",,"False",,"3576","Microsoft.Win32.SafeHandles.SafeProcessHandle","172","2940",".","0","","System.Diagnostics.ProcessModule (svchost.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9536","9536","2097152","2097152","79016","79016","3276800","3276800","17506304","17506304","80510976","2203398733824","True","Normal","2097152","2097152","00:00:01.1093750","svchost","255","True","0","System.Diagnostics.ProcessStartInfo","02/03/2019 19:09:14",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7187500","00:00:00.6093750","76316672","2203394539520","False",,,,"15798272","15798272",,
